dynamic_range_mv,flat_pct,clip_pct,baseline_drift,hf_noise_ratio,snr_proxy,kurt,n_peaks,mean_hr_bpm,rr_cv,pct_physiologic_hr,sqi_score_ecg,mean_motion_mg,std_motion_mg,max_motion_mg,sqi_score_amb,sqi_class,activity_label,subject
2.722905158996582,0.0,0.13999999999999999,0.11753152944628655,0.009899840712034544,1.4944163202439287,10.098356298725973,17,107.33486943164363,0.0599492034464199,100.0,0.8379156424368208,1.1233744305802946,3.5864971244456245,175.37754822901448,0.828502712359853,good,run,03FH
2.99694687128067,0.0,0.54,0.06251347223718288,0.011446368571718688,2.1916260304887945,7.155618027868545,18,110.29411764705881,0.025801081881761563,100.0,0.8432733205459456,1.5968607296776927,4.924086475545629,255.47742315426868,0.8298074200462983,good,run,03FH
2.939921259880066,0.0,0.3,0.08935341768804475,0.01284688158109408,2.0499745768443534,6.098309740116047,20,118.57707509881423,0.013367473960496881,100.0,0.818977641565085,1.5729434771087614,5.4303738086662685,257.968373306812,0.8060955861731078,good,run,03FH
2.8579360246658325,0.0,0.64,0.07851076960421706,0.011791219250689617,1.9550737058896617,7.896964875071076,20,121.95121951219512,0.013483401643484098,100.0,0.839016691274176,1.5078618864603934,3.9381947231279057,177.17217770548672,0.8263654783654116,good,run,03FH
3.7089433670043945,0.0,1.0999999999999999,0.11310305302236394,0.013215605542127348,1.9758595400047287,5.906347555271514,21,124.74066390041494,0.009692945898056492,100.0,0.8096284714347808,1.5839770064650578,3.716658066197324,144.07741429405746,0.7968041426094594,good,run,03FH
3.0939417481422424,0.0,0.2,0.061166286844858794,0.012353217767031343,2.600853673444901,6.3167871130849775,22,129.3103448275862,0.017025898712659703,100.0,0.8542983502361895,1.7483683188740535,7.342557587663814,414.4178961606363,0.8393620685319962,good,run,03FH
3.2239692211151123,0.0,1.52,0.09839250298635303,0.01607086263423923,2.0150361105147603,6.145248637193539,23,133.63095238095238,0.024021650562607536,100.0,0.81496364372914,1.868406787360146,7.860845090668448,425.58933928370266,0.7997368076951872,good,run,03FH
2.8998952507972717,0.0,0.0,0.08074959869992009,0.01248217919486808,2.4996728803049226,6.458017199862102,22,131.57894736842104,0.010017391176381786,100.0,0.8515313086042592,1.8263374508314665,4.9882170725766155,201.06904401111763,0.8359794734096644,good,run,03FH
3.0319127440452576,0.0,0.6799999999999999,0.07791993081509552,0.011875584140136829,2.8232256187571303,7.808049191307221,23,137.3004901344728,0.014142596048460845,100.0,0.8864754971108044,1.72906375251594,5.345743735584069,250.49930135658937,0.871147770615326,good,run,03FH
2.919908046722412,0.0,1.04,0.09371966924889558,0.011037277422783725,1.877460329031447,7.7070985172472675,23,139.21188630490957,0.01003868538970007,100.0,0.8300766748694364,1.681574495251142,5.260545011975782,262.51754586255583,0.8161183172138032,good,run,03FH
3.1019582748413086,0.0,1.5,0.1732897418226381,0.012373972666189892,1.484927205212329,4.576589706402818,23,141.50943396226415,0.00969382124581952,100.0,0.7530958476082605,1.5771636740491002,5.048557291499812,251.64343979856096,0.7412182934690109,good,run,03FH
3.171946942806244,0.0,0.88,0.1472840898639673,0.01008112359567192,1.73635304503996,5.566160878962755,24,142.85714285714286,0.012599009002895904,100.0,0.788266805405109,1.5686647901157502,5.311357316074154,264.8192561379305,0.7759015415765488,good,run,03FH
3.3529166877269745,0.0,1.4200000000000002,0.0716809016217837,0.011885972823424426,2.6122060415330695,6.489991098870968,24,143.54066985645935,0.012243397243869693,100.0,0.855034131273864,1.6002988456446823,5.688460692825067,294.28291071779745,0.8413510299412202,good,run,03FH
3.151933968067169,0.0,1.58,0.10995580972039304,0.012952095990484145,1.9054464570912888,5.869549878934695,24,142.85714285714286,0.008880055812436678,100.0,0.803359464813518,1.5923281944807945,5.631432925412186,290.30433047286164,0.7905673455522624,good,run,03FH
2.815920054912567,0.0,1.02,0.15044552495968191,0.011253652781584592,1.4063079749978606,5.198762260033931,24,142.18009478672985,0.007127538160968509,100.0,0.7571027588036688,1.6637048565783106,6.223736622020839,329.1716724363235,0.7445068034361638,good,run,03FH
3.372929632663727,0.0,0.88,0.22172675418982987,0.009336224580733027,1.0615464529649925,4.561934795026832,23,140.18691588785046,0.010501862716005802,100.0,0.7186043550842307,1.6805438186235298,6.013983201180296,334.89148432264886,0.7065278940145032,good,run,03FH
